##Temp./°C	DSC/(mW/mg)
	GFP
293,07889	0,212364074094358
293,32889	0,212564074094358
293,57889	0,212814074094358
293,82889	0,212604074094358
294,07889	0,212404074094358
294,32889	0,213024074094358
294,57889	0,213774074094358
294,82889	0,213654074094358
295,07889	0,213804074094358
295,32889	0,214104074094358
295,57889	0,213604074094358
295,82889	0,213744074094358
296,07889	0,213464074094358
296,32889	0,214424074094358
296,57889	0,214564074094358
296,82889	0,214604074094358
297,07889	0,214144074094358
297,32889	0,214694074094358
297,57889	0,214354074094358
297,82889	0,214874074094358
298,07889	0,214334074094358
298,32889	0,214344074094358
298,57889	0,215384074094358
298,82889	0,214804074094358
299,07889	0,215194074094358
299,32889	0,215504074094358
299,57889	0,215384074094358
299,82889	0,215834074094358
300,07889	0,216124074094358
300,32889	0,215434074094358
300,57889	0,215974074094358
300,82889	0,216304074094358
301,07889	0,216484074094358
301,32889	0,216694074094358
301,57889	0,216584074094358
301,82889	0,216714074094358
302,07889	0,217364074094358
302,32889	0,217044074094358
302,57889	0,217244074094358
302,82889	0,217414074094358
303,07889	0,217574074094358
303,32889	0,217694074094358
303,57889	0,218284074094358
303,82889	0,218144074094358
304,07889	0,218064074094358
304,32889	0,219044074094358
304,57889	0,218344074094358
304,82889	0,218684074094358
305,07889	0,218864074094358
305,32889	0,219164074094358
305,57889	0,219184074094358
305,82889	0,219294074094358
306,07889	0,219684074094358
306,32889	0,219594074094358
306,57889	0,220034074094358
306,82889	0,219904074094358
307,07889	0,220304074094358
307,32889	0,220194074094358
307,57889	0,220554074094358
307,82889	0,220324074094358
308,07889	0,220934074094358
308,32889	0,221134074094358
308,57889	0,221194074094358
308,82889	0,221024074094358
309,07889	0,221704074094358
309,32889	0,221424074094358
309,57889	0,221154074094358
309,82889	0,221654074094358
310,07889	0,221934074094358
310,32889	0,222044074094358
310,57889	0,222094074094358
310,82889	0,222594074094358
311,07889	0,222474074094358
311,32889	0,222394074094358
311,57889	0,222614074094358
311,82889	0,223044074094358
312,07889	0,223074074094358
312,32889	0,223294074094358
312,57889	0,223734074094358
312,82889	0,223514074094358
313,07889	0,223774074094358
313,32889	0,223834074094358
313,57889	0,223754074094358
313,82889	0,224234074094358
314,07889	0,224544074094358
314,32889	0,224124074094358
314,57889	0,224194074094358
314,82889	0,224354074094358
315,07889	0,224594074094358
315,32889	0,224934074094358
315,57889	0,225044074094358
315,82889	0,225234074094358
316,07889	0,225264074094358
316,32889	0,225554074094358
316,57889	0,225574074094358
316,82889	0,226234074094358
317,07889	0,226034074094358
317,32889	0,226374074094358
317,57889	0,226644074094358
317,82889	0,226924074094358
318,07889	0,226674074094358
318,32889	0,226814074094358
318,57889	0,226914074094358
318,82889	0,227424074094358
319,07889	0,227154074094358
319,32889	0,227814074094358
319,57889	0,227414074094358
319,82889	0,227664074094358
320,07889	0,227604074094358
320,32889	0,227894074094358
320,57889	0,228124074094358
320,82889	0,228214074094358
321,07889	0,228544074094358
321,32889	0,228974074094358
321,57889	0,229104074094358
321,82889	0,228964074094358
322,07889	0,228724074094358
322,32889	0,228864074094358
322,57889	0,228754074094358
322,82889	0,229614074094358
323,07889	0,229494074094358
323,32889	0,229604074094358
323,57889	0,229904074094358
323,82889	0,229684074094358
324,07889	0,229904074094358
324,32889	0,230104074094358
324,57889	0,230204074094358
324,82889	0,230514074094358
325,07889	0,230714074094358
325,32889	0,230684074094358
325,57889	0,230784074094358
325,82889	0,230764074094358
326,07889	0,231274074094358
326,32889	0,231094074094358
326,57889	0,231024074094358
326,82889	0,231174074094358
327,07889	0,230984074094358
327,32889	0,231684074094358
327,57889	0,231614074094358
327,82889	0,232014074094358
328,07889	0,232044074094358
328,32889	0,231694074094358
328,57889	0,232564074094358
328,82889	0,232534074094358
329,07889	0,232474074094358
329,32889	0,232864074094358
329,57889	0,232934074094358
329,82889	0,232884074094358
330,07889	0,233614074094358
330,32889	0,232704074094358
330,57889	0,233724074094358
330,82889	0,233644074094358
331,07889	0,233864074094358
331,32889	0,234554074094358
331,57889	0,234394074094358
331,82889	0,234424074094358
332,07889	0,234994074094358
332,32889	0,234244074094358
332,57889	0,234514074094358
332,82889	0,234634074094358
333,07889	0,235064074094358
333,32889	0,235464074094358
333,57889	0,235154074094358
333,82889	0,235874074094358
334,07889	0,235284074094358
334,32889	0,235894074094358
334,57889	0,236494074094358
334,82889	0,236504074094358
335,07889	0,236914074094358
335,32889	0,236944074094358
335,57889	0,236894074094358
335,82889	0,237214074094358
336,07889	0,237234074094358
336,32889	0,237774074094358
336,57889	0,238044074094358
336,82889	0,238514074094358
337,07889	0,238074074094358
337,32889	0,238734074094358
337,57889	0,238904074094358
337,82889	0,238694074094358
338,07889	0,238974074094358
338,32889	0,239084074094358
338,57889	0,239294074094358
338,82889	0,239244074094358
339,07889	0,239714074094358
339,32889	0,239914074094358
339,57889	0,239944074094358
339,82889	0,240244074094358
340,07889	0,240284074094358
340,32889	0,240874074094358
340,57889	0,241604074094358
340,82889	0,241304074094358
341,07889	0,241364074094358
341,32889	0,240974074094358
341,57889	0,241464074094358
341,82889	0,242014074094358
342,07889	0,242214074094358
342,32889	0,242854074094358
342,57889	0,242714074094358
342,82889	0,242714074094358
343,07889	0,242754074094358
343,32889	0,243984074094358
343,57889	0,243374074094358
343,82889	0,243514074094358
344,07889	0,244104074094358
344,32889	0,243874074094358
344,57889	0,244314074094358
344,82889	0,244284074094358
345,07889	0,244294074094358
345,32889	0,243994074094358
345,57889	0,244634074094358
345,82889	0,244374074094358
346,07889	0,245064074094358
346,32889	0,245544074094358
346,57889	0,245814074094358
346,82889	0,245744074094358
347,07889	0,245764074094358
347,32889	0,246144074094358
347,57889	0,245924074094358
347,82889	0,246644074094358
348,07889	0,247044074094358
348,32889	0,246884074094358
348,57889	0,246844074094358
348,82889	0,247454074094358
349,07889	0,246814074094358
349,32889	0,247344074094358
349,57889	0,247664074094358
349,82889	0,247724074094358
350,07889	0,247994074094358
350,32889	0,247994074094358
350,57889	0,247994074094358
350,82889	0,247994074094358
